"Box No.","Amount","Verdict","Round","Player","Date","Season"
"Bankers Offer","£11,000","No Deal",3,"Mike","06/07/07",2
"5","50p","",4,"Mike","06/07/07",2
"18","1p","",4,"Mike","06/07/07",2
"19","£1","",4,"Mike","06/07/07",2
"Bankers Offer","£26,000","Deal",4,"Mike","06/07/07",2
"7","£1,000",NA,5,"Mike","06/07/07",2
"13","£500",NA,5,"Mike","06/07/07",2
"2","£5",NA,5,"Mike","06/07/07",2
"Bankers Offer","£46,000",NA,5,"Mike","06/07/07",2
"12","£250,000",NA,6,"Mike","06/07/07",2
"10","£100,000",NA,6,"Mike","06/07/07",2
"21","£100",NA,6,"Mike","06/07/07",2
"Bankers Offer","£2,600",NA,6,"Mike","06/07/07",2
"Contestants Box 
      9","£250",NA,7,"Mike","06/07/07",2
"Remaining box - 20","£10,000",NA,7,"Mike","06/07/07",2
"Mike        takes home","£26,000",NA,7,"Mike","06/07/07",2
"12","£5","",1,"Maria","08/07/07",2
"15","£10","",1,"Maria","08/07/07",2
"4","£500","",1,"Maria","08/07/07",2
"11","£10,000","",1,"Maria","08/07/07",2
"6","£100,000","",1,"Maria","08/07/07",2
"Bankers offer","£8,100","No Deal",1,"Maria","08/07/07",2
"14","£50","",2,"Maria","08/07/07",2
"5","£15,000","",2,"Maria","08/07/07",2
"17","50p","",2,"Maria","08/07/07",2
"Bankers Offer","£15,000","No Deal",2,"Maria","08/07/07",2
"18","£75,000","",3,"Maria","08/07/07",2
"21","£1,000","",3,"Maria","08/07/07",2
"9","10p","",3,"Maria","08/07/07",2
"Bankers Offer","£15","No Deal",3,"Maria","08/07/07",2
"19","£100","",4,"Maria","08/07/07",2
"1","1p","",4,"Maria","08/07/07",2
"2","£5,000","",4,"Maria","08/07/07",2
"Bankers Offer","£22,015","No Deal",4,"Maria","08/07/07",2
"8","£20,000","",5,"Maria","08/07/07",2
"13","£35,000","",5,"Maria","08/07/07",2
"16","£750","",5,"Maria","08/07/07",2
"Bankers Offer","£35,000","No Deal",5,"Maria","08/07/07",2
"20","£50,000","",6,"Maria","08/07/07",2
"10","£1","",6,"Maria","08/07/07",2
"22","£250","",6,"Maria","08/07/07",2
"Bankers Offer","£75,000","Deal",6,"Maria","08/07/07",2
"Contestants Box 
      7","£3,000",NA,7,"Maria","08/07/07",2
"Remaining box - 3","£250,000",NA,7,"Maria","08/07/07",2
"Maria        takes home","£75,000",NA,7,"Maria","08/07/07",2
"13","£10,000","",1,"Igor","09/07/07",2
"10","£500","",1,"Igor","09/07/07",2
"9","£250,000","",1,"Igor","09/07/07",2
"7","£35,000","",1,"Igor","09/07/07",2
"1","£50,000","",1,"Igor","09/07/07",2
"Bankers offer","£6,001","No Deal",1,"Igor","09/07/07",2
"14","£15,000","",2,"Igor","09/07/07",2
"2","£250","",2,"Igor","09/07/07",2
"5","£5","",2,"Igor","09/07/07",2
"Bankers Offer","£4,500","No Deal",2,"Igor","09/07/07",2
"11","£75,000","",3,"Igor","09/07/07",2
"12","50p","",3,"Igor","09/07/07",2
"22","£750","",3,"Igor","09/07/07",2
"Bankers Offer","£3,000","No Deal",3,"Igor","09/07/07",2
"3","£1","",4,"Igor","09/07/07",2
"14","£10","",4,"Igor","09/07/07",2
"15","£5,000","",4,"Igor","09/07/07",2
"Bankers Offer","£5,750","No Deal",4,"Igor","09/07/07",2
"17","£100","",5,"Igor","09/07/07",2
"18","£20,000","",5,"Igor","09/07/07",2
"21","£100,000","",5,"Igor","09/07/07",2
"Bankers Offer","£575","No Deal",5,"Igor","09/07/07",2
"8","£1,000","",6,"Igor","09/07/07",2
"16","£3,000","",6,"Igor","09/07/07",2
"20","£50","",6,"Igor","09/07/07",2
"Bankers Offer","2p","Deal",6,"Igor","09/07/07",2
"Contestants Box 
      6","10p",NA,7,"Igor","09/07/07",2
"Remaining box - 19","1p",NA,7,"Igor","09/07/07",2
"Igor         takes home","2p",NA,7,"Igor","09/07/07",2
"8","£3,000","",1,"Lynn","10/07/07",2
"3","£1","",1,"Lynn","10/07/07",2
"5","£100,000","",1,"Lynn","10/07/07",2
"7","£750","",1,"Lynn","10/07/07",2
"20","£35,000","",1,"Lynn","10/07/07",2
"Bankers offer","£5,750","No Deal",1,"Lynn","10/07/07",2
"19","£5","",2,"Lynn","10/07/07",2
"16","£250","",2,"Lynn","10/07/07",2
"21","£100","",2,"Lynn","10/07/07",2
"Bankers Offer","£12,500","No Deal",2,"Lynn","10/07/07",2
"15","£10","",3,"Lynn","10/07/07",2
"1","£20,000","",3,"Lynn","10/07/07",2
"11","£50","",3,"Lynn","10/07/07",2
"Bankers Offer","£17,500","No Deal",3,"Lynn","10/07/07",2
"12","£250,000","",4,"Lynn","10/07/07",2
"22","£1,000","",4,"Lynn","10/07/07",2
"14","£15,000","",4,"Lynn","10/07/07",2
"Bankers Offer","£7,500","No Deal",4,"Lynn","10/07/07",2
"6","£500","",5,"Lynn","10/07/07",2
"2","10p","",5,"Lynn","10/07/07",2
"17","£10,000","",5,"Lynn","10/07/07",2
"Bankers Offer","£17,499","No Deal",5,"Lynn","10/07/07",2
"10","1p","",6,"Lynn","10/07/07",2
"18","50p","",6,"Lynn","10/07/07",2
"13","£5,000","",6,"Lynn","10/07/07",2
"Bankers Offer","£62,000","No Deal",6,"Lynn","10/07/07",2
"Contestants Box 
      9","£50,000",NA,7,"Lynn","10/07/07",2
"Remaining box - 4","£75,000",NA,7,"Lynn","10/07/07",2
"Lynn takes home","£50,000",NA,7,"Lynn","10/07/07",2
"3","£5,000","",1,"Gavin","11/07/07",2
"2","£15,000","",1,"Gavin","11/07/07",2
"6","£1,000","",1,"Gavin","11/07/07",2
"5","£35,000","",1,"Gavin","11/07/07",2
"11","£50","",1,"Gavin","11/07/07",2
"Bankers offer","£8,500","No Deal",1,"Gavin","11/07/07",2
"15","£20,000","",2,"Gavin","11/07/07",2
"22","10p","",2,"Gavin","11/07/07",2
"8","£75,000","",2,"Gavin","11/07/07",2
"Bankers Offer","£12,500","No Deal",2,"Gavin","11/07/07",2
"12","£3,000","",3,"Gavin","11/07/07",2
"13","£250,000","",3,"Gavin","11/07/07",2
"10","£500","",3,"Gavin","11/07/07",2
"Bankers Offer","£7,100","No Deal",3,"Gavin","11/07/07",2
"14","£50,000","",4,"Gavin","11/07/07",2
"21","50p","",4,"Gavin","11/07/07",2
"1","£1","",4,"Gavin","11/07/07",2
"Bankers Offer","£4,400","No Deal",4,"Gavin","11/07/07",2
"16","£10,000","",5,"Gavin","11/07/07",2
"17","£750","",5,"Gavin","11/07/07",2
"9","1p","",5,"Gavin","11/07/07",2
"Bankers Offer","£5,999","Deal",5,"Gavin","11/07/07",2
"18","£5",NA,6,"Gavin","11/07/07",2
"20","£100,000",NA,6,"Gavin","11/07/07",2
"7","£10",NA,6,"Gavin","11/07/07",2
"Bankers Offer","£150",NA,6,"Gavin","11/07/07",2
"Contestants Box 
      19","£250",NA,7,"Gavin","11/07/07",2
"Remaining box - 4","£100",NA,7,"Gavin","11/07/07",2
"Gavin takes home","£5,999",NA,7,"Gavin","11/07/07",2
"7","£35,000","",1,"Carol","12/07/07",2
"19","£20,000","",1,"Carol","12/07/07",2
"13","£250","",1,"Carol","12/07/07",2
"3","£5","",1,"Carol","12/07/07",2
"12","£75,000","",1,"Carol","12/07/07",2
"Bankers offer","£6,000 + 2 half coconuts","No Deal",1,"Carol","12/07/07",2
"8","£50","",2,"Carol","12/07/07",2
"17","50p","",2,"Carol","12/07/07",2
"14","£750","",2,"Carol","12/07/07",2
"Bankers Offer","£11,200","No Deal",2,"Carol","12/07/07",2
"4","1p","",3,"Carol","12/07/07",2
"10","£3,000","",3,"Carol","12/07/07",2
"16","£100,000","",3,"Carol","12/07/07",2
"Bankers Offer","£12,000","No Deal",3,"Carol","12/07/07",2
"21","£250,000","",4,"Carol","12/07/07",2
"15","£10,000","",4,"Carol","12/07/07",2
"2","10p","",4,"Carol","12/07/07",2
"Bankers Offer","£3,700","No Deal",4,"Carol","12/07/07",2
"22","£50,000","",5,"Carol","12/07/07",2
"20","£100","",5,"Carol","12/07/07",2
"11","£1","",5,"Carol","12/07/07",2
"Bankers Offer","£2,700","No Deal",5,"Carol","12/07/07",2
"6","£500","",6,"Carol","12/07/07",2
"1","£5,000","",6,"Carol","12/07/07",2
"9","£1,000","",6,"Carol","12/07/07",2
"Bankers Offer","£3,800","No Deal",6,"Carol","12/07/07",2
"Contestants Box 
      5","£15,000",NA,7,"Carol","12/07/07",2
"Remaining box - 18","£10",NA,7,"Carol","12/07/07",2
"Carol takes home","£15,000",NA,7,"Carol","12/07/07",2
"12","£1,000","",1,"Asim","13/07/07",2
"15","10p","",1,"Asim","13/07/07",2
"2","£50,000","",1,"Asim","13/07/07",2
"1","£50","",1,"Asim","13/07/07",2
"13","£10","",1,"Asim","13/07/07",2
"Bankers offer","£9,000","No Deal",1,"Asim","13/07/07",2
"9","£10,000","",2,"Asim","13/07/07",2
"16","£250","",2,"Asim","13/07/07",2
"21","£20,000","",2,"Asim","13/07/07",2
"Bankers Offer","£12,500","No Deal",2,"Asim","13/07/07",2
"5","£750","",3,"Asim","13/07/07",2
"17","£100,000","",3,"Asim","13/07/07",2
"7","£15,000","",3,"Asim","13/07/07",2
"Bankers Offer","£10,000","No Deal",3,"Asim","13/07/07",2
"19","50p","",4,"Asim","13/07/07",2
"10","£3,000","",4,"Asim","13/07/07",2
"18","£35,000","",4,"Asim","13/07/07",2
"Bankers Offer","£13,000","No Deal",4,"Asim","13/07/07",2
"22","£5,000","",5,"Asim","13/07/07",2
"3","£500","",5,"Asim","13/07/07",2
"20","£100","",5,"Asim","13/07/07",2
"Bankers Offer","£31,000","Deal",5,"Asim","13/07/07",2
"6","£1",NA,6,"Asim","13/07/07",2
"14","£250,000",NA,6,"Asim","13/07/07",2
"8","£5",NA,6,"Asim","13/07/07",2
"Bankers Offer","£18,000",NA,6,"Asim","13/07/07",2
"Contestants Box 
      4","1p",NA,7,"Asim","13/07/07",2
"Remaining box - 11","£75,000",NA,7,"Asim","13/07/07",2
"Asim  takes home","£31,000",NA,7,"Asim","13/07/07",2
"22","50p","",1,"Rossano","13/08/07",3
"9","£3,000","",1,"Rossano","13/08/07",3
"4","£50","",1,"Rossano","13/08/07",3
"13","£10","",1,"Rossano","13/08/07",3
"21","£75,000","",1,"Rossano","13/08/07",3
"Bankers offer","£5.50","No Deal",1,"Rossano","13/08/07",3
"19","1p","",2,"Rossano","13/08/07",3
"18","£1","",2,"Rossano","13/08/07",3
"7","£750","",2,"Rossano","13/08/07",3
"Bankers Offer","£15,050","No Deal",2,"Rossano","13/08/07",3
"3","10p","",3,"Rossano","13/08/07",3
"17","£5,000","",3,"Rossano","13/08/07",3
"1","£250,000","",3,"Rossano","13/08/07",3
"Bankers Offer","£5,050","No Deal",3,"Rossano","13/08/07",3
"5","£100","",4,"Rossano","13/08/07",3
"10","£10,000","",4,"Rossano","13/08/07",3
"6","£100,000","",4,"Rossano","13/08/07",3
"Bankers Offer","£5,050.50","No Deal",4,"Rossano","13/08/07",3
"8","£50,000","",5,"Rossano","13/08/07",3
"14","£500","",5,"Rossano","13/08/07",3
"12","£15,000","",5,"Rossano","13/08/07",3
"Bankers Offer","£5,050.55","No Deal",5,"Rossano","13/08/07",3
"2","£250","",6,"Rossano","13/08/07",3
"11","£5","",6,"Rossano","13/08/07",3
"20","£20,000","",6,"Rossano","13/08/07",3
"Bankers Offer","£10,050","No Deal",6,"Rossano","13/08/07",3
"Contestants Box 
      16","£35,000",NA,7,"Rossano","13/08/07",3
"Remaining box - 15","£1,000",NA,7,"Rossano","13/08/07",3
"Rossano  takes home","£35,000",NA,7,"Rossano","13/08/07",3
"1","£35,000","",1,"Debbie","14/08/07",3
"10","50p","",1,"Debbie","14/08/07",3
"22","10p","",1,"Debbie","14/08/07",3
"5","£5","",1,"Debbie","14/08/07",3
"12","£5,000","",1,"Debbie","14/08/07",3
"Bankers offer","£6,100","No Deal",1,"Debbie","14/08/07",3
"11","£15,000","",2,"Debbie","14/08/07",3
"6","£10","",2,"Debbie","14/08/07",3
"8","£100,000","",2,"Debbie","14/08/07",3
"Bankers Offer","£9,000","No Deal",2,"Debbie","14/08/07",3
"16","£50,000","",3,"Debbie","14/08/07",3
"18","£50","",3,"Debbie","14/08/07",3
"21","£1,000","",3,"Debbie","14/08/07",3
"Bankers Offer","£18,000","No Deal",3,"Debbie","14/08/07",3
"19","£3,000","",4,"Debbie","14/08/07",3
"17","£10,000","",4,"Debbie","14/08/07",3
"3","£75,000","",4,"Debbie","14/08/07",3
"Bankers Offer","£18,000","Deal",4,"Debbie","14/08/07",3
"13","£750",NA,5,"Debbie","14/08/07",3
"9","£250",NA,5,"Debbie","14/08/07",3
"7","£100",NA,5,"Debbie","14/08/07",3
"Bankers Offer","£36,000",NA,5,"Debbie","14/08/07",3
"4","£20,000",NA,6,"Debbie","14/08/07",3
"15","£250,000",NA,6,"Debbie","14/08/07",3
"2","£1",NA,6,"Debbie","14/08/07",3
"Bankers Offer","£180",NA,6,"Debbie","14/08/07",3
"Contestants Box 
      14","1p",NA,7,"Debbie","14/08/07",3
"Remaining box - 20","£500",NA,7,"Debbie","14/08/07",3
"Debbie   takes home","£18,000",NA,7,"Debbie","14/08/07",3
"12","£1,000","",1,"Karen","15/08/07",3
"6","£15,000","",1,"Karen","15/08/07",3
"19","£50","",1,"Karen","15/08/07",3
"22","£5,000","",1,"Karen","15/08/07",3
"8","£10,000","",1,"Karen","15/08/07",3
"Bankers offer","£3,316","No Deal",1,"Karen","15/08/07",3
"1","£750","",2,"Karen","15/08/07",3
"14","£35,000","",2,"Karen","15/08/07",3
"18","£3,000","",2,"Karen","15/08/07",3
"Bankers Offer","£12,500","No Deal",2,"Karen","15/08/07",3
"3","10p","",3,"Karen","15/08/07",3
"5","£20,000","",3,"Karen","15/08/07",3
"20","£10","",3,"Karen","15/08/07",3
"Bankers Offer","£20,000","No Deal",3,"Karen","15/08/07",3
"9","£5","",4,"Karen","15/08/07",3
"2","£100","",4,"Karen","15/08/07",3
"7","1p","",4,"Karen","15/08/07",3
"Bankers Offer","£33,316","Deal",4,"Karen","15/08/07",3
"16","£250",NA,5,"Karen","15/08/07",3
"15","£500",NA,5,"Karen","15/08/07",3
"4","£250,000",NA,5,"Karen","15/08/07",3
"Bankers Offer","£19,500",NA,5,"Karen","15/08/07",3
"17","£100,000",NA,6,"Karen","15/08/07",3
"13","£75,000",NA,6,"Karen","15/08/07",3
"21","£1",NA,6,"Karen","15/08/07",3
"Bankers Offer","£12,500",NA,6,"Karen","15/08/07",3
"Contestants Box 
      10","50p",NA,7,"Karen","15/08/07",3
"Remaining box - 11","£50,000",NA,7,"Karen","15/08/07",3
"Karen   takes home","£33,316",NA,7,"Karen","15/08/07",3
"4","£1,000","",1,"Enid","16/08/07",3
"2","£10","",1,"Enid","16/08/07",3
"16","£50","",1,"Enid","16/08/07",3
"15","£500","",1,"Enid","16/08/07",3
"5","£750","",1,"Enid","16/08/07",3
"Bankers offer","£9,100","No Deal",1,"Enid","16/08/07",3
"20","£5","",2,"Enid","16/08/07",3
"6","1p","",2,"Enid","16/08/07",3
"10","£10,000","",2,"Enid","16/08/07",3
"Bankers Offer","£16,500","No Deal",2,"Enid","16/08/07",3
"12","£100","",3,"Enid","16/08/07",3
