"Box No.","Amount","Verdict","Round","Player","Date","Season"
"12","£5","",3,"Janelle","01/07/06",1
"6","10p","",3,"Janelle","01/07/06",1
"14","£1","",3,"Janelle","01/07/06",1
"Bankers Offers","£12,000","No Deal",3,"Janelle","01/07/06",1
"16","£75,000","",4,"Janelle","01/07/06",1
"10","£50","",4,"Janelle","01/07/06",1
"9","£20,000","",4,"Janelle","01/07/06",1
"Bankers Offers","£8,500","No Deal",4,"Janelle","01/07/06",1
"18","£250,000","",5,"Janelle","01/07/06",1
"1","£3,000","",5,"Janelle","01/07/06",1
"5","£500","",5,"Janelle","01/07/06",1
"Bankers Offers","£3,000","No Deal",5,"Janelle","01/07/06",1
"4","£35,000","",6,"Janelle","01/07/06",1
"2","£100","",6,"Janelle","01/07/06",1
"13","£250","",6,"Janelle","01/07/06",1
"Bankers Offers","£1,300","No Deal",6,"Janelle","01/07/06",1
"Contestants Box 15
      15 swapped for Box 7","£5,000",NA,7,"Janelle","01/07/06",1
"Remaining box - 15","50p",NA,7,"Janelle","01/07/06",1
"Janelle takes home","£5,000",NA,7,"Janelle","01/07/06",1
"7","1p","",1,"Paul","03/07/06",1
"13","£1,000","",1,"Paul","03/07/06",1
"19","10p","",1,"Paul","03/07/06",1
"11","£3,000","",1,"Paul","03/07/06",1
"1","50p","",1,"Paul","03/07/06",1
"Bankers offer","£13,000","No Deal",1,"Paul","03/07/06",1
"3","£250","",2,"Paul","03/07/06",1
"21","£20,000","",2,"Paul","03/07/06",1
"18","£100","",2,"Paul","03/07/06",1
"Bankers Offers","£19,500","No Deal",2,"Paul","03/07/06",1
"14","£750","",3,"Paul","03/07/06",1
"8","£250,000","",3,"Paul","03/07/06",1
"10","£35,000","",3,"Paul","03/07/06",1
"Bankers Offers","£9,500","No Deal",3,"Paul","03/07/06",1
"17","£500","",4,"Paul","03/07/06",1
"2","£10,000","",4,"Paul","03/07/06",1
"9","£100,000","",4,"Paul","03/07/06",1
"Bankers Offers","£7,500","No Deal",4,"Paul","03/07/06",1
"15","£15,000","",5,"Paul","03/07/06",1
"4","£50","",5,"Paul","03/07/06",1
"12","£5,000","",5,"Paul","03/07/06",1
"Bankers Offers","£17,000","No Deal",5,"Paul","03/07/06",1
"16","£5","",6,"Paul","03/07/06",1
"5","£50,000","",6,"Paul","03/07/06",1
"22","£10","",6,"Paul","03/07/06",1
"Bankers Offers","£32,000","Deal",6,"Paul","03/07/06",1
"Contestants Box 6","£1",NA,7,"Paul","03/07/06",1
"Remaining box - 20","£75,000",NA,7,"Paul","03/07/06",1
"Paul takes home","£32,000",NA,7,"Paul","03/07/06",1
"21","£1","",1,"Alan","04/07/06",1
"10","£15,000","",1,"Alan","04/07/06",1
"1","£75,000","",1,"Alan","04/07/06",1
"22","£10,000","",1,"Alan","04/07/06",1
"12","£250","",1,"Alan","04/07/06",1
"Bankers offer","£6,000","No Deal",1,"Alan","04/07/06",1
"6","10p","",2,"Alan","04/07/06",1
"8","£10","",2,"Alan","04/07/06",1
"4","£250,000","",2,"Alan","04/07/06",1
"Bankers Offers","£7,800","No Deal",2,"Alan","04/07/06",1
"16","£50,000","",3,"Alan","04/07/06",1
"3","£750","",3,"Alan","04/07/06",1
"5","1p","",3,"Alan","04/07/06",1
"Bankers Offers","£6,000","No Deal",3,"Alan","04/07/06",1
"18","50p","",4,"Alan","04/07/06",1
"2","£3,000","",4,"Alan","04/07/06",1
"11","£35,000","",4,"Alan","04/07/06",1
"Bankers Offers","£7,800","No Deal",4,"Alan","04/07/06",1
"9","£100,000","",5,"Alan","04/07/06",1
"13","£5,000","",5,"Alan","04/07/06",1
"14","£50","",5,"Alan","04/07/06",1
"Bankers Offers","£2,400","Deal",5,"Alan","04/07/06",1
"20","£500",NA,6,"Alan","04/07/06",1
"17","£20,000",NA,6,"Alan","04/07/06",1
"19","£100",NA,6,"Alan","04/07/06",1
"Bankers Offers","£400",NA,6,"Alan","04/07/06",1
"Contestants Box 15","£1,000",NA,7,"Alan","04/07/06",1
"Remaining box - 7","£5",NA,7,"Alan","04/07/06",1
"Alan takes home","£2,400",NA,7,"Alan","04/07/06",1
"16","£100","",1,"Linda E","05/07/06",1
"3","£50","",1,"Linda E","05/07/06",1
"4","10p","",1,"Linda E","05/07/06",1
"12","£750","",1,"Linda E","05/07/06",1
"2","£1,000","",1,"Linda E","05/07/06",1
"Bankers offer","£14,000","No Deal",1,"Linda E","05/07/06",1
"7","£500","",2,"Linda E","05/07/06",1
"10","£100,000","",2,"Linda E","05/07/06",1
"9","£35,000","",2,"Linda E","05/07/06",1
"Bankers Offers","£11,000","No Deal",2,"Linda E","05/07/06",1
"22","£50,000","",3,"Linda E","05/07/06",1
"13","1p","",3,"Linda E","05/07/06",1
"5","£10","",3,"Linda E","05/07/06",1
"Bankers Offers","£16,000","No Deal",3,"Linda E","05/07/06",1
"21","£15,000","",4,"Linda E","05/07/06",1
"8","£3,000","",4,"Linda E","05/07/06",1
"15","£10,000","",4,"Linda E","05/07/06",1
"Bankers Offers","£20,000","Deal",4,"Linda E","05/07/06",1
"20","£75,000",NA,5,"Linda E","05/07/06",1
"6","£250",NA,5,"Linda E","05/07/06",1
"18","£5",NA,5,"Linda E","05/07/06",1
"Bankers Offers","£30,000",NA,5,"Linda E","05/07/06",1
"1","50p",NA,6,"Linda E","05/07/06",1
"14","£5,000",NA,6,"Linda E","05/07/06",1
"19","£250,000",NA,6,"Linda E","05/07/06",1
"Bankers Offers","£9,000",NA,6,"Linda E","05/07/06",1
"Contestants Box 11","£20,000",NA,7,"Linda E","05/07/06",1
"Remaining box - 17","£1",NA,7,"Linda E","05/07/06",1
"Linda takes home","£20,000",NA,7,"Linda E","05/07/06",1
"4","£500","",1,"Vic","06/07/06",1
"8","£1,000","",1,"Vic","06/07/06",1
"13","£5","",1,"Vic","06/07/06",1
"14","£100","",1,"Vic","06/07/06",1
"9","£250,000","",1,"Vic","06/07/06",1
"Bankers offer","£1,234","No Deal",1,"Vic","06/07/06",1
"7","£750","",2,"Vic","06/07/06",1
"18","£10,000","",2,"Vic","06/07/06",1
"19","50p","",2,"Vic","06/07/06",1
"Bankers Offers","£9,000","No Deal",2,"Vic","06/07/06",1
"16","10p","",3,"Vic","06/07/06",1
"22","£75,000","",3,"Vic","06/07/06",1
"11","£20,000","",3,"Vic","06/07/06",1
"Bankers Offers","£9,000","No Deal",3,"Vic","06/07/06",1
"15","£1","",4,"Vic","06/07/06",1
"17","£3,000","",4,"Vic","06/07/06",1
"12","£35,000","",4,"Vic","06/07/06",1
"Bankers Offers","£9,000","No Deal",4,"Vic","06/07/06",1
"5","£250","",5,"Vic","06/07/06",1
"2","£100,000","",5,"Vic","06/07/06",1
"1","£15,000","",5,"Vic","06/07/06",1
"Bankers Offers","£4,321","No Deal",5,"Vic","06/07/06",1
"3","1p","",6,"Vic","06/07/06",1
"10","£50","",6,"Vic","06/07/06",1
"21","£5,000","",6,"Vic","06/07/06",1
"Bankers Offers","£19,000","Deal",6,"Vic","06/07/06",1
"Contestants Box 6","£10",NA,7,"Vic","06/07/06",1
"Remaining box - 20","£50,000",NA,7,"Vic","06/07/06",1
"Vic takes home","£19,000",NA,7,"Vic","06/07/06",1
"13","£10","",1,"Roy","07/07/06",1
"17","£1,000","",1,"Roy","07/07/06",1
"1","£5,000","",1,"Roy","07/07/06",1
"22","£35,000","",1,"Roy","07/07/06",1
"12","10p","",1,"Roy","07/07/06",1
"Bankers offer","£7,500","No Deal",1,"Roy","07/07/06",1
"4","£75,000","",2,"Roy","07/07/06",1
"18","£500","",2,"Roy","07/07/06",1
"2","£10,000","",2,"Roy","07/07/06",1
"Bankers Offers","£12,500","No Deal",2,"Roy","07/07/06",1
"21","£250,000","",3,"Roy","07/07/06",1
"10","£20,000","",3,"Roy","07/07/06",1
"6","50p","",3,"Roy","07/07/06",1
"Bankers Offers","£5,021","No Deal",3,"Roy","07/07/06",1
"19","£1","",4,"Roy","07/07/06",1
"9","£100,000","",4,"Roy","07/07/06",1
"14","£250","",4,"Roy","07/07/06",1
"Bankers Offers","£3,500","No Deal",4,"Roy","07/07/06",1
"8","£50","",5,"Roy","07/07/06",1
"15","£750","",5,"Roy","07/07/06",1
"11","£5","",5,"Roy","07/07/06",1
"Bankers Offers","£7,500","No Deal",5,"Roy","07/07/06",1
"5","£3,000","",6,"Roy","07/07/06",1
"16","1p","",6,"Roy","07/07/06",1
"20","£100","",6,"Roy","07/07/06",1
"Bankers Offers","£27,500","Deal",6,"Roy","07/07/06",1
"Contestants Box 3","£15,000",NA,7,"Roy","07/07/06",1
"Remaining box - 7","£50,000",NA,7,"Roy","07/07/06",1
"Roy takes home","£27,500",NA,7,"Roy","07/07/06",1
"22","£5","",1,"Nick M","08/07/06",1
"5","£750","",1,"Nick M","08/07/06",1
"1","£500","",1,"Nick M","08/07/06",1
"7","£1,000","",1,"Nick M","08/07/06",1
"3","£50,000","",1,"Nick M","08/07/06",1
"Bankers offer","£7,700","No Deal",1,"Nick M","08/07/06",1
"12","£100","",2,"Nick M","08/07/06",1
"10","£15,000","",2,"Nick M","08/07/06",1
"14","£50","",2,"Nick M","08/07/06",1
"Bankers Offers","£15,000","No Deal",2,"Nick M","08/07/06",1
"11","£3,000","",3,"Nick M","08/07/06",1
"18","50p","",3,"Nick M","08/07/06",1
"19","£250,000","",3,"Nick M","08/07/06",1
"Bankers Offers","£10,000","No Deal",3,"Nick M","08/07/06",1
"20","£100,000","",4,"Nick M","08/07/06",1
"4","£35,000","",4,"Nick M","08/07/06",1
"8","£1","",4,"Nick M","08/07/06",1
"Bankers Offers","£6,123","No Deal",4,"Nick M","08/07/06",1
"21","£10","",5,"Nick M","08/07/06",1
"6","1p","",5,"Nick M","08/07/06",1
"17","£75,000","",5,"Nick M","08/07/06",1
"Bankers Offers","£5,001","No Deal",5,"Nick M","08/07/06",1
"9","£10,000","",6,"Nick M","08/07/06",1
"2","10p","",6,"Nick M","08/07/06",1
"15","£5,000","",6,"Nick M","08/07/06",1
"Bankers Offers","£8,500","Deal",6,"Nick M","08/07/06",1
"Contestants Box 16","£250",NA,7,"Nick M","08/07/06",1
"Remaining box - 13","£20,000",NA,7,"Nick M","08/07/06",1
"Nick takes home","£8,500",NA,7,"Nick M","08/07/06",1
"17","1p","",1,"Pierre","10/07/06",1
"13","£50,000","",1,"Pierre","10/07/06",1
"1","10p","",1,"Pierre","10/07/06",1
"3","£1,000","",1,"Pierre","10/07/06",1
"11","£15,000","",1,"Pierre","10/07/06",1
"Bankers offer","£10,000","No Deal",1,"Pierre","10/07/06",1
"22","£3,000","",2,"Pierre","10/07/06",1
"7","£5,000","",2,"Pierre","10/07/06",1
"8","£250","",2,"Pierre","10/07/06",1
"Bankers Offers","£18,000","No Deal",2,"Pierre","10/07/06",1
"4","£100","",3,"Pierre","10/07/06",1
"19","£500","",3,"Pierre","10/07/06",1
"12","£35,000","",3,"Pierre","10/07/06",1
"Bankers Offers","£24,000","No Deal",3,"Pierre","10/07/06",1
"9","£20,000","",4,"Pierre","10/07/06",1
"10","£250,000","",4,"Pierre","10/07/06",1
"14","£10,000","",4,"Pierre","10/07/06",1
"Bankers Offers","£7,000","Deal",4,"Pierre","10/07/06",1
"15","£50",NA,5,"Pierre","10/07/06",1
"20","£5",NA,5,"Pierre","10/07/06",1
"5","50p",NA,5,"Pierre","10/07/06",1
"Bankers Offers","£24,000",NA,5,"Pierre","10/07/06",1
"16","£750",NA,6,"Pierre","10/07/06",1
"2","£100,000",NA,6,"Pierre","10/07/06",1
"21","£1",NA,6,"Pierre","10/07/06",1
"Bankers Offers","£30,000",NA,6,"Pierre","10/07/06",1
"Contestants Box 18","£10",NA,7,"Pierre","10/07/06",1
"Remaining box - 6","£75,000",NA,7,"Pierre","10/07/06",1
"Pierre takes home","£7,000",NA,7,"Pierre","10/07/06",1
"8","£750","",1,"Monica","11/07/06",1
"17","£5,000","",1,"Monica","11/07/06",1
"2","£50,000","",1,"Monica","11/07/06",1
"4","1p","",1,"Monica","11/07/06",1
"10","£1,000","",1,"Monica","11/07/06",1
"Bankers offer","£8,012","No Deal",1,"Monica","11/07/06",1
"11","£100","",2,"Monica","11/07/06",1
"7","£3,000","",2,"Monica","11/07/06",1
"1","£1","",2,"Monica","11/07/06",1
"Bankers Offers","£19,012","No Deal",2,"Monica","11/07/06",1
"14","£20,000","",3,"Monica","11/07/06",1
"15","£75,000","",3,"Monica","11/07/06",1
"18","£10","",3,"Monica","11/07/06",1
"Bankers Offers","£20,012","No Deal",3,"Monica","11/07/06",1
"21","£500","",4,"Monica","11/07/06",1
"13","£100,000","",4,"Monica","11/07/06",1
"19","£5","",4,"Monica","11/07/06",1
"Bankers Offers","£21,012","No Deal",4,"Monica","11/07/06",1
"16","£250","",5,"Monica","11/07/06",1
"5","£250,000","",5,"Monica","11/07/06",1
"22","£50","",5,"Monica","11/07/06",1
"Bankers Offers","£12,000","Deal",5,"Monica","11/07/06",1
"3","£10,000",NA,6,"Monica","11/07/06",1
"9","£35,000",NA,6,"Monica","11/07/06",1
"20","10p",NA,6,"Monica","11/07/06",1
"Bankers Offers","£7,012",NA,6,"Monica","11/07/06",1
"Contestants Box 12","£15,000",NA,7,"Monica","11/07/06",1
"Remaining box - 6","50p",NA,7,"Monica","11/07/06",1
"Monica takes home","£12,000",NA,7,"Monica","11/07/06",1
"3","£10","",1,"Sue","12/07/06",1
"21","£100,000","",1,"Sue","12/07/06",1
"5","£5,000","",1,"Sue","12/07/06",1
"4","£1,000","",1,"Sue","12/07/06",1
"6","£100","",1,"Sue","12/07/06",1
"Bankers offer","£6,400","No Deal",1,"Sue","12/07/06",1
"18","10p","",2,"Sue","12/07/06",1
"8","£75,000","",2,"Sue","12/07/06",1
"13","£5","",2,"Sue","12/07/06",1
"Bankers Offers","£9,400","No Deal",2,"Sue","12/07/06",1
"7","£1","",3,"Sue","12/07/06",1
"10","£35,000","",3,"Sue","12/07/06",1
"12","£50","",3,"Sue","12/07/06",1
"Bankers Offers","£12,400","No Deal",3,"Sue","12/07/06",1
"2","1p","",4,"Sue","12/07/06",1
"20","£10,000","",4,"Sue","12/07/06",1
"14","50p","",4,"Sue","12/07/06",1
"Bankers Offers","£18,401","No Deal",4,"Sue","12/07/06",1
"17","£250,000","",5,"Sue","12/07/06",1
"22","£750","",5,"Sue","12/07/06",1
"19","£15,000","",5,"Sue","12/07/06",1
"Bankers Offers","£8,401","Deal",5,"Sue","12/07/06",1
"15","£3,000",NA,6,"Sue","12/07/06",1
"9","£250",NA,6,"Sue","12/07/06",1
"1","£500",NA,6,"Sue","12/07/06",1
"Bankers Offers","£34,401",NA,6,"Sue","12/07/06",1
"Contestants Box 16","£50,000",NA,7,"Sue","12/07/06",1
"Remaining box - 11","£20,000",NA,7,"Sue","12/07/06",1
"Sue takes home","£8,401",NA,7,"Sue","12/07/06",1
"8","50p","",1,"Lynda","13/07/06",1
"2","£100","",1,"Lynda","13/07/06",1
"3","£750","",1,"Lynda","13/07/06",1
"5","£10","",1,"Lynda","13/07/06",1
"9","£100,000","",1,"Lynda","13/07/06",1
"Bankers offer","£7,100","No Deal",1,"Lynda","13/07/06",1
"7","£1","",2,"Lynda","13/07/06",1
"20","£15,000","",2,"Lynda","13/07/06",1
"22","10p","",2,"Lynda","13/07/06",1
"Bankers Offers","£4,000","No Deal",2,"Lynda","13/07/06",1
"18","£20,000","",3,"Lynda","13/07/06",1
"12","1p","",3,"Lynda","13/07/06",1
"21","£1,000","",3,"Lynda","13/07/06",1
"Bankers Offers","£20,000","Deal",3,"Lynda","13/07/06",1
"13","£35,000",NA,4,"Lynda","13/07/06",1
"16","£500",NA,4,"Lynda","13/07/06",1
"6","£75,000",NA,4,"Lynda","13/07/06",1
"Bankers Offers","£11,000",NA,4,"Lynda","13/07/06",1
"1","£250",NA,5,"Lynda","13/07/06",1
"11","£5",NA,5,"Lynda","13/07/06",1
"15","£3,000",NA,5,"Lynda","13/07/06",1
"Bankers Offers","£37,100",NA,5,"Lynda","13/07/06",1
"10","£5,000",NA,6,"Lynda","13/07/06",1
"4","£10,000",NA,6,"Lynda","13/07/06",1
"14","£250,000",NA,6,"Lynda","13/07/06",1
"Bankers Offers","£15,000",NA,6,"Lynda","13/07/06",1
"Contestants Box 19","£50",NA,7,"Lynda","13/07/06",1
"Remaining box - 17","£50,000",NA,7,"Lynda","13/07/06",1
"Lynda takes home","£20,000",NA,7,"Lynda","13/07/06",1
"21","£3,000","",1,"Sally","14/07/06",1
"19","£10,000","",1,"Sally","14/07/06",1
"1","£50","",1,"Sally","14/07/06",1
"12","£5","",1,"Sally","14/07/06",1
"9","£35,000","",1,"Sally","14/07/06",1
"Bankers offer","£8,800","No Deal",1,"Sally","14/07/06",1
"2","£750","",2,"Sally","14/07/06",1
"15","£5,000","",2,"Sally","14/07/06",1
"11","£50,000","",2,"Sally","14/07/06",1
"Bankers Offers","£18,800","No Deal",2,"Sally","14/07/06",1
"7","£100,000","",3,"Sally","14/07/06",1
"5","£10","",3,"Sally","14/07/06",1
"18","10p","",3,"Sally","14/07/06",1
"Bankers Offers","£18,800","No Deal",3,"Sally","14/07/06",1
"17","£75,000","",4,"Sally","14/07/06",1
"13","£250,000","",4,"Sally","14/07/06",1
"16","£1,000","",4,"Sally","14/07/06",1
"Bankers Offers","£1,829","No Deal",4,"Sally","14/07/06",1
"10","£1","",5,"Sally","14/07/06",1
"4","£100","",5,"Sally","14/07/06",1
"22","£20,000","",5,"Sally","14/07/06",1
"Bankers Offers","£1,111","No Deal",5,"Sally","14/07/06",1
"14","£15,000","",6,"Sally","14/07/06",1
"20","£500","",6,"Sally","14/07/06",1
"8","£250","",6,"Sally","14/07/06",1
"Bankers Offers","21p","No Deal",6,"Sally","14/07/06",1
"Contestants Box 3","1p",NA,7,"Sally","14/07/06",1
"Remaining box - 6","50p",NA,7,"Sally","14/07/06",1
"Sally takes home","1p",NA,7,"Sally","14/07/06",1
"2","£250,000","",1,"Buddy","15/07/06",1
"22","£750","",1,"Buddy","15/07/06",1
"8","£500","",1,"Buddy","15/07/06",1
"20","£1,000","",1,"Buddy","15/07/06",1
"14","10p","",1,"Buddy","15/07/06",1
"Bankers offer","£1,300","No Deal",1,"Buddy","15/07/06",1
"18","1p","",2,"Buddy","15/07/06",1
"4","£100","",2,"Buddy","15/07/06",1
"17","£15,000","",2,"Buddy","15/07/06",1
"Bankers Offers","£13,000","No Deal",2,"Buddy","15/07/06",1
"12","£20,000","",3,"Buddy","15/07/06",1
"1","£50,000","",3,"Buddy","15/07/06",1
"16","£250","",3,"Buddy","15/07/06",1
"Bankers Offers","£16,000","No Deal",3,"Buddy","15/07/06",1
"10","£5","",4,"Buddy","15/07/06",1
"5","£75,000","",4,"Buddy","15/07/06",1
"7","£5,000","",4,"Buddy","15/07/06",1
"Bankers Offers","£13,000","No Deal",4,"Buddy","15/07/06",1
"11","50p","",5,"Buddy","15/07/06",1
"6","£10","",5,"Buddy","15/07/06",1
"15","£50","",5,"Buddy","15/07/06",1
"Bankers Offers","£27,500","No Deal",5,"Buddy","15/07/06",1
"13","£10,000","",6,"Buddy","15/07/06",1
"9","£1","",6,"Buddy","15/07/06",1
"21","£35,000","",6,"Buddy","15/07/06",1
"Bankers Offers","£50,000","Deal",6,"Buddy","15/07/06",1
"Contestants Box 19","£3,000",NA,7,"Buddy","15/07/06",1
"Remaining box - 3","100,000",NA,7,"Buddy","15/07/06",1
"Buddy takes home","£50,000",NA,7,"Buddy","15/07/06",1
"17","£1,000","",1,"Connell","17/07/06",1
"1","£3,000","",1,"Connell","17/07/06",1
"5","£100,000","",1,"Connell","17/07/06",1
"3","£15,000","",1,"Connell","17/07/06",1
"15","£250","",1,"Connell","17/07/06",1
"Bankers offer","£6,600","No Deal",1,"Connell","17/07/06",1
"11","£100","",2,"Connell","17/07/06",1
"21","50p","",2,"Connell","17/07/06",1
"13","£1","",2,"Connell","17/07/06",1
"Bankers Offers","£13,200","No Deal",2,"Connell","17/07/06",1
"19","£20,000","",3,"Connell","17/07/06",1
"18","£500","",3,"Connell","17/07/06",1
"20","£75,000","",3,"Connell","17/07/06",1
"Bankers Offers","£18,004.50","No Deal",3,"Connell","17/07/06",1
"12","£5","",4,"Connell","17/07/06",1
"16","£50,000","",4,"Connell","17/07/06",1
"14","£35,000","",4,"Connell","17/07/06",1
"Bankers Offers","£9,000","No Deal",4,"Connell","17/07/06",1
"4","£250,000","",5,"Connell","17/07/06",1
"8","£50","",5,"Connell","17/07/06",1
"2","£5,000","",5,"Connell","17/07/06",1
"Bankers Offers","£900","No Deal",5,"Connell","17/07/06",1
"10","10p","",6,"Connell","17/07/06",1
"6","£750","",6,"Connell","17/07/06",1
"9","£10","",6,"Connell","17/07/06",1
"Bankers Offers","£2,000","No Deal",6,"Connell","17/07/06",1
"Contestants Box 22
      22 Swapped for Box 7","1p",NA,7,"Connell","17/07/06",1
"Remaining box - 22","£10,000",NA,7,"Connell","17/07/06",1
"Connell takes home","1p",NA,7,"Connell","17/07/06",1
"12","1p","",1,"Debbie","18/07/06",1
"19","50p","",1,"Debbie","18/07/06",1
"17","£50","",1,"Debbie","18/07/06",1
"1","£35,000","",1,"Debbie","18/07/06",1
"3","£75,000","",1,"Debbie","18/07/06",1
"Bankers offer","£5,900","No Deal",1,"Debbie","18/07/06",1
"10","£1","",2,"Debbie","18/07/06",1
"2","£750","",2,"Debbie","18/07/06",1
"5","£250,000","",2,"Debbie","18/07/06",1
"Bankers Offers","£3,142","No Deal",2,"Debbie","18/07/06",1
"14","£20,000","",3,"Debbie","18/07/06",1
"4","£5","",3,"Debbie","18/07/06",1
"21","£500","",3,"Debbie","18/07/06",1
"Bankers Offers","£10,000.01","No Deal",3,"Debbie","18/07/06",1
"16","£100,000","",4,"Debbie","18/07/06",1
"15","£100","",4,"Debbie","18/07/06",1
"9","£3,000","",4,"Debbie","18/07/06",1
"Bankers Offers","£5,000","No Deal",4,"Debbie","18/07/06",1
"6","£15,000","",5,"Debbie","18/07/06",1
"18","£5,000","",5,"Debbie","18/07/06",1
"11","£50,000","",5,"Debbie","18/07/06",1
"Bankers Offers","£999","No Deal",5,"Debbie","18/07/06",1
"7","£10,000","",6,"Debbie","18/07/06",1
"20","£10","",6,"Debbie","18/07/06",1
"13","£1,000","",6,"Debbie","18/07/06",1
"Bankers Offers","£99","No Deal",6,"Debbie","18/07/06",1
"Contestants Box 8","£250",NA,7,"Debbie","18/07/06",1
"Remaining box - 22","10p",NA,7,"Debbie","18/07/06",1
"Debbie takes home","£250",NA,7,"Debbie","18/07/06",1
"13","£10,000","",1,"John","19/07/06",1
"14","£15,000","",1,"John","19/07/06",1
"1","£5,000","",1,"John","19/07/06",1
"8","£500","",1,"John","19/07/06",1
"5","£50,000","",1,"John","19/07/06",1
"Bankers offer","£6","No Deal",1,"John","19/07/06",1
"7","£20,000","",2,"John","19/07/06",1
"2","£35,000","",2,"John","19/07/06",1
"11","£250,000","",2,"John","19/07/06",1
"Bankers Offers","£1","No Deal",2,"John","19/07/06",1
"3","£1,000","",3,"John","19/07/06",1
"12","£100,000","",3,"John","19/07/06",1
"22","£5","",3,"John","19/07/06",1
"Bankers Offers","£1,000","No Deal",3,"John","19/07/06",1
"6","10p","",4,"John","19/07/06",1
"4","£750","",4,"John","19/07/06",1
"17","£50","",4,"John","19/07/06",1
"Bankers Offers","£2,800","No Deal",4,"John","19/07/06",1
"21","1p","",5,"John","19/07/06",1
"19","£250","",5,"John","19/07/06",1
"9","50p","",5,"John","19/07/06",1
"Bankers Offers","£5,600","No Deal",5,"John","19/07/06",1
"15","£75,000","",6,"John","19/07/06",1
"16","£10","",6,"John","19/07/06",1
"10","£3,000","",6,"John","19/07/06",1
"Bankers Offers","£26","No Deal",6,"John","19/07/06",1
"Contestants Box 20","£100",NA,7,"John","19/07/06",1
"Remaining box - 18","£1",NA,7,"John","19/07/06",1
"John takes home","£100",NA,7,"John","19/07/06",1
"12","£15,000","",1,"Chris","20/07/06",1
"1","£50","",1,"Chris","20/07/06",1
"2","£35,000","",1,"Chris","20/07/06",1
"7","£100,000","",1,"Chris","20/07/06",1
"11","£100","",1,"Chris","20/07/06",1
"Bankers offer","£2,700","No Deal",1,"Chris","20/07/06",1
"5","10p","",2,"Chris","20/07/06",1
"4","£750","",2,"Chris","20/07/06",1
"19","£250","",2,"Chris","20/07/06",1
"Bankers Offers","£12,000","No Deal",2,"Chris","20/07/06",1
"13","£1,000","",3,"Chris","20/07/06",1
"10","£1","",3,"Chris","20/07/06",1
"3","50p","",3,"Chris","20/07/06",1
"Bankers Offers","£18,000","No Deal",3,"Chris","20/07/06",1
"9","£3,000","",4,"Chris","20/07/06",1
"14","£5,000","",4,"Chris","20/07/06",1
"17","£10,000","",4,"Chris","20/07/06",1
"Bankers Offers","£25,000","Deal",4,"Chris","20/07/06",1
"22","£250,000",NA,5,"Chris","20/07/06",1
"18","£10",NA,5,"Chris","20/07/06",1
"20","£75,000",NA,5,"Chris","20/07/06",1
"Bankers Offers","£8,000",NA,5,"Chris","20/07/06",1
"16","£5",NA,6,"Chris","20/07/06",1
"21","£500",NA,6,"Chris","20/07/06",1
"15","1p",NA,6,"Chris","20/07/06",1
"Bankers Offers","£35,000",NA,6,"Chris","20/07/06",1
"Contestants Box 8","£50,000",NA,7,"Chris","20/07/06",1
"Remaining box - 6","£20,000",NA,7,"Chris","20/07/06",1
"Chris takes home","£25,000",NA,7,"Chris","20/07/06",1
"21","£1","The banker did NOT make a money offer after the round, instead Naqiyah was offered the chance to swap her box with any remaining box.
Naqiyah declined this offer",1,"Naqiyah","21/07/06",1
"1","£100","The banker did NOT make a money offer after the round, instead Naqiyah was offered the chance to swap her box with any remaining box.
Naqiyah declined this offer",1,"Naqiyah","21/07/06",1
"2","£5,000","The banker did NOT make a money offer after the round, instead Naqiyah was offered the chance to swap her box with any remaining box.
Naqiyah declined this offer",1,"Naqiyah","21/07/06",1
"13","£35,000","The banker did NOT make a money offer after the round, instead Naqiyah was offered the chance to swap her box with any remaining box.
Naqiyah declined this offer",1,"Naqiyah","21/07/06",1
"15","£250,000","The banker did NOT make a money offer after the round, instead Naqiyah was offered the chance to swap her box with any remaining box.
Naqiyah declined this offer",1,"Naqiyah","21/07/06",1
"Bankers offer","Swap","No Swap",1,"Naqiyah","21/07/06",1
"22","£500","",2,"Naqiyah","21/07/06",1
"19","1p","",2,"Naqiyah","21/07/06",1
"3","£100,000","",2,"Naqiyah","21/07/06",1
"Bankers Offers","£7,777","No Deal",2,"Naqiyah","21/07/06",1
"10","50p","",3,"Naqiyah","21/07/06",1
"12","£250","",3,"Naqiyah","21/07/06",1
"17","£750","",3,"Naqiyah","21/07/06",1
"Bankers Offers","£14,014","No Deal",3,"Naqiyah","21/07/06",1
"9","£75,000","",4,"Naqiyah","21/07/06",1
"5","£3,000","",4,"Naqiyah","21/07/06",1
"4","£10","",4,"Naqiyah","21/07/06",1
"Bankers Offers","£4,949","No Deal",4,"Naqiyah","21/07/06",1
"6","10p","",5,"Naqiyah","21/07/06",1
"16","£10,000","",5,"Naqiyah","21/07/06",1
"11","£1,000","",5,"Naqiyah","21/07/06",1
"Bankers Offers","£14,014","Deal",5,"Naqiyah","21/07/06",1
"14","£15,000",NA,6,"Naqiyah","21/07/06",1
"18","£50,000",NA,6,"Naqiyah","21/07/06",1
"8","£50",NA,6,"Naqiyah","21/07/06",1
"Bankers Offers","£4,949",NA,6,"Naqiyah","21/07/06",1
"Contestants Box 20","£20,000",NA,7,"Naqiyah","21/07/06",1
"Remaining box - 7","£5",NA,7,"Naqiyah","21/07/06",1
"Naqiyah takes home","£14,014",NA,7,"Naqiyah","21/07/06",1
"1","£15,000","",1,"Giorgio","22/07/06",1
